seed_name,seed_variety,seed_type,seed_quality,crop,season,soil_type,field_composition,soil_ph,temperature,humidity,rainfall,moisture,field_quality,field_history,state,district,recommended_crop,recommended_seed,area,production,yield
Soybean seed,JS9560,Hybrid,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.3,20,72,509,58,Low,Fallow,Karnataka,Dharwad,Soybean,NRC37,475,566,2534
Bajra seed,ICTP8203,HYV,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.1,31,38,408,52,High,Gram,Chhattisgarh,Raipur,Bajra,HHB67,467,1711,4905
Bajra seed,ICTP8203,Desi,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.2,31,46,507,67,High,Fallow,Chhattisgarh,Bilaspur,Bajra,HHB67,391,298,4498
Wheat seed,HD3086,HYV,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.2,25,54,537,39,Medium,Soybean,Uttar Pradesh,Varanasi,Wheat,Lok1,320,971,2964
Rice seed,MTU7029,HYV,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.0,31,73,1011,57,High,Pulses,Haryana,Karnal,Rice,MTU7029,264,1422,4011
Maize seed,Ganga5,Hybrid,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.1,22,67,681,32,Low,Fallow,Telangana,Warangal,Maize,PMH1,229,190,2543
Mustard seed,Pusa Bold,Desi,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.4,23,41,484,48,High,Bajra,Maharashtra,Nagpur,Mustard,Varuna,203,810,2407
Soybean seed,JS335,Hybrid,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.5,26,73,651,79,High,Cotton,Chhattisgarh,Bilaspur,Soybean,NRC37,255,447,2796
Cotton seed,Bollgard,Desi,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.8,28,50,608,72,Medium,Groundnut,Telangana,Hyderabad,Cotton,Bollgard,105,1719,3930
Soybean seed,JS335,Hybrid,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.0,23,72,692,51,Medium,Cotton,Karnataka,Mysuru,Soybean,JS9560,434,1122,4298
Bajra seed,HHB67,Desi,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.7,25,60,389,57,Medium,Mustard,Madhya Pradesh,Indore,Bajra,HHB67,499,1575,3106
Bajra seed,RHB121,HYV,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.3,28,60,314,27,Low,Fallow,Tamil Nadu,Coimbatore,Bajra,ICTP8203,392,1571,1627
Rice seed,IR64,HYV,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.5,24,73,1367,27,Low,Pulses,Chhattisgarh,Durg,Rice,MTU7029,87,359,4010
Soybean seed,JS335,Hybrid,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.3,26,59,579,38,Medium,Cotton,Gujarat,Ahmedabad,Soybean,JS335,270,136,4436
Cotton seed,Bunny Bt,Desi,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.6,24,48,647,51,Low,Fallow,Telangana,Karimnagar,Cotton,Bt Cotton,234,1428,4981
Mustard seed,Varuna,Desi,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.8,19,39,429,25,Medium,Bajra,Rajasthan,Ajmer,Mustard,Pusa Bold,184,715,2487
Maize seed,DHM117,HYV,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",7.0,28,67,588,65,Low,Rice,Odisha,Balasore,Maize,PMH1,190,1336,2195
Rice seed,IR64,HYV,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.6,24,83,1236,75,High,Wheat,Rajasthan,Kota,Rice,IR64,422,1114,3563
Mustard seed,Varuna,Desi,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.9,13,35,390,54,Low,Fallow,Telangana,Warangal,Mustard,Pusa Bold,176,768,1506
Rice seed,IR64,HYV,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.3,30,82,958,42,Low,Pulses,Tamil Nadu,Chennai,Rice,MTU7029,484,412,1980
Mustard seed,Varuna,Desi,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.2,20,56,398,67,Low,Bajra,Punjab,Amritsar,Mustard,RH30,458,1914,3645
Gram seed,Pusa372,Hybrid,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.8,25,41,446,67,High,Rice,Rajasthan,Jaipur,Gram,JG11,262,442,4274
Cotton seed,Bt Cotton,HYV,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.1,25,52,617,74,High,Soybean,West Bengal,Murshidabad,Cotton,Bollgard,347,658,1518
Rice seed,Swarna,Hybrid,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.4,26,85,1381,81,Low,Pulses,Punjab,Ludhiana,Rice,BPT5204,151,1022,3131
Bajra seed,ICTP8203,Hybrid,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.1,26,46,592,67,Medium,Mustard,Tamil Nadu,Madurai,Bajra,HHB67,212,1258,4101
Rice seed,Swarna,Desi,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.3,28,78,1115,33,High,Pulses,Bihar,Bhagalpur,Rice,IR64,496,901,3110
Bajra seed,ICTP8203,Desi,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.8,29,56,409,58,Medium,Gram,Chhattisgarh,Durg,Bajra,HHB67,267,1885,4248
Mustard seed,Pusa Bold,HYV,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.8,20,37,412,49,Low,Bajra,West Bengal,Kolkata,Mustard,Varuna,72,430,2796
Gram seed,Pusa372,HYV,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.4,17,55,423,69,High,Rice,Maharashtra,Nashik,Gram,JG16,458,393,2110
Rice seed,MTU7029,HYV,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.1,30,85,1077,58,Medium,Fallow,Chhattisgarh,Raipur,Rice,MTU7029,306,243,4287
Bajra seed,RHB121,Hybrid,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.7,32,40,538,45,Low,Gram,Maharashtra,Nagpur,Bajra,HHB67,287,693,2187
Bajra seed,ICTP8203,Hybrid,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.2,34,56,588,77,Low,Fallow,Telangana,Karimnagar,Bajra,ICTP8203,466,1775,3382
Wheat seed,HD3086,Desi,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.5,15,46,578,29,Low,Maize,Punjab,Ludhiana,Wheat,Lok1,175,1369,3558
Mustard seed,Pusa Bold,Desi,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.4,14,57,404,74,High,Wheat,Gujarat,Ahmedabad,Mustard,Varuna,400,515,2643
Maize seed,PMH1,HYV,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",5.9,28,59,769,29,High,Wheat,Uttar Pradesh,Meerut,Maize,Ganga5,483,132,4238
Wheat seed,HD3086,Hybrid,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.1,22,63,446,44,Medium,Soybean,Andhra Pradesh,Vijayawada,Wheat,PBW343,194,272,2315
Rice seed,IR64,Desi,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.7,25,80,1086,50,Low,Pulses,Karnataka,Raichur,Rice,Swarna,386,173,4821
Rice seed,BPT5204,Desi,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.9,32,72,901,85,High,Wheat,Odisha,Cuttack,Rice,MTU7029,213,1698,2664
Maize seed,PMH1,Desi,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.3,25,52,565,49,Low,Fallow,Bihar,Bhagalpur,Maize,DHM117,349,1616,4600
Soybean seed,NRC37,HYV,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.0,26,67,856,59,Medium,Fallow,West Bengal,Murshidabad,Soybean,JS335,190,1553,4010
Wheat seed,PBW343,HYV,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.6,16,66,505,69,High,Maize,Telangana,Karimnagar,Wheat,HD3086,56,1233,4924
Wheat seed,PBW343,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.8,25,66,416,27,Low,Soybean,Gujarat,Ahmedabad,Wheat,HD3086,284,737,3052
Rice seed,BPT5204,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.6,26,75,1056,60,Low,Pulses,West Bengal,Murshidabad,Rice,MTU7029,177,773,3460
Bajra seed,HHB67,Desi,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.0,28,48,460,79,Low,Gram,Punjab,Ludhiana,Bajra,HHB67,249,1038,4305
Maize seed,Ganga5,Desi,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",5.8,26,61,718,36,Low,Fallow,Bihar,Muzaffarpur,Maize,DHM117,216,370,2371
Rice seed,BPT5204,Hybrid,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.1,26,72,900,39,Medium,Pulses,Haryana,Rohtak,Rice,IR64,397,1213,4643
Maize seed,HQPM1,HYV,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.9,20,71,652,54,High,Rice,West Bengal,Murshidabad,Maize,PMH1,200,1639,4815
Mustard seed,RH30,Hybrid,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.9,12,58,370,33,Low,Wheat,Rajasthan,Kota,Mustard,Varuna,186,779,1694
Gram seed,Pusa372,Desi,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.4,19,58,408,45,Low,Rice,Uttar Pradesh,Lucknow,Gram,JG16,425,1962,1859
Rice seed,BPT5204,Desi,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.3,28,73,1074,70,High,Fallow,Telangana,Hyderabad,Rice,IR64,400,1812,2744
Wheat seed,HD2967,HYV,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.7,21,53,505,77,Medium,Soybean,Bihar,Gaya,Wheat,HD3086,60,665,4596
Wheat seed,HD3086,HYV,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.9,24,57,621,38,Low,Soybean,Uttar Pradesh,Kanpur,Wheat,HD2967,327,277,4580
Mustard seed,RH30,Desi,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.4,15,53,496,76,Medium,Bajra,Karnataka,Raichur,Mustard,Varuna,290,476,3951
Wheat seed,HD2967,Desi,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.2,23,63,583,30,Medium,Maize,Punjab,Patiala,Wheat,PBW343,109,1293,4074
Mustard seed,Varuna,Desi,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.4,11,35,308,72,Medium,Fallow,Punjab,Bathinda,Mustard,Varuna,311,1044,2625
Mustard seed,Varuna,Desi,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.2,14,35,415,46,Low,Wheat,Odisha,Sambalpur,Mustard,Pusa Bold,124,386,4616
Gram seed,JG11,Desi,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.1,23,47,462,37,High,Rice,Gujarat,Rajkot,Gram,Pusa372,302,959,4130
Mustard seed,Pusa Bold,Desi,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.3,25,39,466,79,High,Wheat,Karnataka,Dharwad,Mustard,Varuna,303,582,4560
Soybean seed,NRC37,Desi,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.1,24,74,710,51,Low,Fallow,Madhya Pradesh,Bhopal,Soybean,JS335,191,1315,4099
Gram seed,Pusa372,Desi,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.2,18,42,341,39,Low,Fallow,Tamil Nadu,Madurai,Gram,JG16,157,858,1522
Gram seed,JG11,HYV,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.0,22,54,406,64,High,Rice,Rajasthan,Jaipur,Gram,Pusa372,474,911,3634
Soybean seed,JS335,Desi,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.4,20,68,511,64,Medium,Wheat,Uttar Pradesh,Meerut,Soybean,JS9560,319,861,4388
Rice seed,MTU7029,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.6,29,71,1233,26,Low,Pulses,Rajasthan,Ajmer,Rice,MTU7029,341,404,3816
Bajra seed,RHB121,Desi,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.8,27,48,458,68,High,Fallow,Tamil Nadu,Madurai,Bajra,RHB121,411,820,2641
Wheat seed,PBW343,Hybrid,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.0,21,54,589,47,Medium,Rice,West Bengal,Malda,Wheat,HD2967,249,1832,1745
Cotton seed,Bollgard,Desi,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.5,30,69,663,26,Low,Fallow,Karnataka,Dharwad,Cotton,Bunny Bt,97,790,4428
Soybean seed,JS9560,Hybrid,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.4,24,72,652,26,Low,Cotton,Gujarat,Ahmedabad,Soybean,JS9560,177,1577,1571
Rice seed,MTU7029,Desi,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.5,27,89,1175,25,Low,Pulses,Punjab,Amritsar,Rice,BPT5204,231,1408,2799
Cotton seed,Bunny Bt,Hybrid,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.9,30,65,656,66,Medium,Fallow,Tamil Nadu,Chennai,Cotton,Bollgard,84,1561,2952
Rice seed,IR64,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.7,32,83,1195,84,Low,Pulses,Uttar Pradesh,Meerut,Rice,MTU7029,446,1012,4676
Maize seed,HQPM1,Hybrid,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.3,22,54,562,61,High,Wheat,Chhattisgarh,Bilaspur,Maize,HQPM1,148,840,4587
Maize seed,Ganga5,HYV,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.3,27,73,733,39,High,Rice,Maharashtra,Nagpur,Maize,HQPM1,106,1454,3093
Rice seed,BPT5204,Desi,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.9,25,81,1334,77,Low,Wheat,Haryana,Sirsa,Rice,Swarna,357,307,3286
Soybean seed,JS9560,Hybrid,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.6,23,68,671,31,Low,Cotton,Odisha,Cuttack,Soybean,JS335,338,1080,3878
Wheat seed,HD3086,HYV,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.3,24,51,520,52,Low,Maize,Chhattisgarh,Durg,Wheat,Lok1,132,1825,3720
Rice seed,Swarna,Hybrid,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.0,32,89,1143,59,Medium,Fallow,Telangana,Warangal,Rice,BPT5204,361,598,2979
Bajra seed,RHB121,Desi,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.7,27,55,463,80,Low,Gram,Bihar,Muzaffarpur,Bajra,ICTP8203,478,930,2574
Bajra seed,RHB121,Hybrid,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.6,25,45,514,59,Low,Fallow,Madhya Pradesh,Jabalpur,Bajra,HHB67,106,1895,3230
Soybean seed,JS9560,Desi,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.0,24,69,681,29,Low,Cotton,Chhattisgarh,Rajnandgaon,Soybean,JS9560,313,411,4014
Mustard seed,Pusa Bold,Desi,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.1,11,36,387,59,High,Bajra,Madhya Pradesh,Jabalpur,Mustard,Varuna,237,139,3949
Soybean seed,JS9560,HYV,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.9,20,53,662,41,Low,Wheat,Bihar,Muzaffarpur,Soybean,JS335,369,269,3241
Mustard seed,RH30,Hybrid,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.6,15,59,403,45,High,Fallow,Karnataka,Belagavi,Mustard,Pusa Bold,401,510,4156
Gram seed,JG11,Hybrid,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.8,20,49,381,47,Medium,Rice,Maharashtra,Pune,Gram,JG16,403,323,3521
Rice seed,IR64,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.7,29,73,1321,75,Low,Pulses,Rajasthan,Ajmer,Rice,IR64,393,1629,1569
Bajra seed,ICTP8203,HYV,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.9,35,51,325,53,Low,Mustard,Uttar Pradesh,Kanpur,Bajra,RHB121,430,814,2369
Bajra seed,RHB121,HYV,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.6,32,51,531,39,High,Mustard,Chhattisgarh,Raipur,Bajra,ICTP8203,241,1467,2430
Rice seed,Swarna,Hybrid,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.1,30,77,949,31,Low,Fallow,Karnataka,Mysuru,Rice,Swarna,314,287,3888
Wheat seed,PBW343,Hybrid,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.0,24,54,403,67,High,Rice,Karnataka,Belagavi,Wheat,HD3086,101,716,2196
Maize seed,DHM117,HYV,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.6,22,55,724,39,High,Fallow,Odisha,Sambalpur,Maize,HQPM1,207,199,2453
Rice seed,MTU7029,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.7,24,86,902,78,Low,Pulses,Maharashtra,Nashik,Rice,IR64,482,422,3884
Gram seed,JG16,Desi,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.1,20,37,471,79,Low,Fallow,Tamil Nadu,Coimbatore,Gram,JG11,282,1980,3699
Rice seed,IR64,HYV,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.1,27,79,986,74,High,Wheat,Gujarat,Surat,Rice,Swarna,338,1764,2503
Rice seed,Swarna,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.1,27,72,932,34,High,Fallow,West Bengal,Bardhaman,Rice,BPT5204,222,1589,1575
Bajra seed,RHB121,Hybrid,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.5,27,53,399,29,Medium,Mustard,Bihar,Patna,Bajra,ICTP8203,230,1937,3334
Soybean seed,JS9560,HYV,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.1,20,72,723,41,Medium,Cotton,Haryana,Karnal,Soybean,JS335,242,1839,2210
Cotton seed,Bt Cotton,Hybrid,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.4,30,60,747,25,High,Soybean,Odisha,Sambalpur,Cotton,Bunny Bt,413,121,3951
Soybean seed,NRC37,Desi,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.1,23,68,662,56,Medium,Wheat,Haryana,Karnal,Soybean,JS9560,402,774,2884
Soybean seed,JS9560,HYV,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.3,21,67,703,60,High,Fallow,Telangana,Hyderabad,Soybean,NRC37,438,1801,2335
Gram seed,Pusa372,Desi,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.3,25,52,351,57,Low,Fallow,Tamil Nadu,Madurai,Gram,JG16,440,655,3407
Rice seed,BPT5204,HYV,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.6,30,77,1103,57,Medium,Fallow,Maharashtra,Pune,Rice,MTU7029,381,584,3592
Soybean seed,JS335,Hybrid,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.5,26,57,556,81,High,Cotton,Uttar Pradesh,Kanpur,Soybean,NRC37,234,475,4690
Wheat seed,HD3086,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.4,23,58,596,73,High,Soybean,Tamil Nadu,Thanjavur,Wheat,HD3086,312,822,1948
Mustard seed,Pusa Bold,Hybrid,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.5,12,59,351,66,Low,Bajra,Rajasthan,Bikaner,Mustard,Varuna,291,1350,3931
Wheat seed,HD2967,Hybrid,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.8,21,52,471,32,Low,Rice,Chhattisgarh,Rajnandgaon,Wheat,HD2967,254,1158,3121
Soybean seed,JS335,HYV,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.7,24,71,790,57,High,Fallow,Telangana,Nizamabad,Soybean,NRC37,391,643,3202
Wheat seed,HD2967,HYV,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.7,24,58,493,46,High,Rice,West Bengal,Bardhaman,Wheat,PBW343,488,355,2797
Bajra seed,RHB121,HYV,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.8,33,59,335,26,High,Gram,Telangana,Nizamabad,Bajra,HHB67,339,961,1892
Soybean seed,NRC37,Hybrid,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.9,24,64,882,25,Low,Cotton,Gujarat,Surat,Soybean,JS9560,345,538,2013
Soybean seed,JS335,Hybrid,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.2,30,50,705,46,High,Wheat,Odisha,Cuttack,Soybean,NRC37,331,944,3984
Wheat seed,PBW343,Desi,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.7,24,67,517,65,Low,Maize,Haryana,Rohtak,Wheat,Lok1,172,401,3517
Cotton seed,Bt Cotton,Hybrid,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.1,23,60,704,72,Low,Soybean,Punjab,Amritsar,Cotton,RCH2,329,1259,4158
Mustard seed,Pusa Bold,Hybrid,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.2,15,35,476,39,High,Fallow,Karnataka,Dharwad,Mustard,Varuna,84,911,3301
Maize seed,Ganga5,Hybrid,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.5,27,64,602,29,Medium,Fallow,Punjab,Ludhiana,Maize,DHM117,195,317,4766
Maize seed,HQPM1,Desi,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",5.9,24,53,566,65,Medium,Fallow,Karnataka,Mysuru,Maize,Ganga5,226,557,3351
Wheat seed,HD3086,HYV,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.2,21,64,473,35,Low,Maize,Maharashtra,Nagpur,Wheat,HD2967,255,942,2478
Cotton seed,RCH2,Hybrid,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.4,31,46,663,81,Medium,Soybean,Chhattisgarh,Raipur,Cotton,Bt Cotton,86,1649,4524
Wheat seed,HD2967,HYV,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.9,21,49,475,73,Low,Soybean,Chhattisgarh,Bilaspur,Wheat,HD3086,121,295,3478
Bajra seed,ICTP8203,Hybrid,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.6,30,50,443,28,High,Gram,Madhya Pradesh,Bhopal,Bajra,RHB121,98,1039,1512
